passage_id,wiki_bio_test_idx,sentence_idx,sentence,label,split,passage_text,char_start,char_end
1,49661,1,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin.",1,train,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin. He joined the British Army in 1727 and served in the Seven Years' War. He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776. He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786. He was recalled in 1790 and died in London in 1797. He was buried in St. Patrick's Cathedral, Dublin.",94,279
1,49661,2,He joined the British Army in 1727 and served in the Seven Years' War.,1,train,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin. He joined the British Army in 1727 and served in the Seven Years' War. He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776. He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786. He was recalled in 1790 and died in London in 1797. He was buried in St. Patrick's Cathedral, Dublin.",280,350
1,49661,3,He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776.,1,train,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin. He joined the British Army in 1727 and served in the Seven Years' War. He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776. He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786. He was recalled in 1790 and died in London in 1797. He was buried in St. Patrick's Cathedral, Dublin.",351,445
1,49661,4,"He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786.",1,train,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin. He joined the British Army in 1727 and served in the Seven Years' War. He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776. He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786. He was recalled in 1790 and died in London in 1797. He was buried in St. Patrick's Cathedral, Dublin.",446,589
1,49661,5,He was recalled in 1790 and died in London in 1797.,1,train,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin. He joined the British Army in 1727 and served in the Seven Years' War. He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776. He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786. He was recalled in 1790 and died in London in 1797. He was buried in St. Patrick's Cathedral, Dublin.",590,641
1,49661,6,"He was buried in St. Patrick's Cathedral, Dublin.",1,train,"Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. Matthew Aylmer, 1st Baron Aylmer (1708–1794) was an Irish soldier and colonial administrator. He was born in Dublin, the son of a barrister, and was educated at Trinity College, Dublin. He joined the British Army in 1727 and served in the Seven Years' War. He was promoted to lieutenant-general in 1772 and was appointed Governor of Gibraltar in 1776. He was made a baron in 1782 and was appointed Commander-in-Chief of the British forces in North America in 1783, a position he held until 1786. He was recalled in 1790 and died in London in 1797. He was buried in St. Patrick's Cathedral, Dublin.",642,691
2,20483,0,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990.",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",0,260
2,20483,1,He was a two-time All-Star and won the National League (NL) ERA title in 1985.,1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",261,339
2,20483,2,Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft.,0,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",340,431
2,20483,3,"He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season.",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",432,558
2,20483,4,"However, the original statement that he won the NL ERA title in 1985 is incorrect",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",559,640
2,20483,5,"He was traded to the Expos in 1984, and then to the Reds in 1985.",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",641,706
2,20483,6,"He was traded to the Twins in 1989, and played his final season with them in",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",707,783
2,20483,7,"Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988.",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",784,897
2,20483,8,"He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",1,train,"Rick Mahler (born Richard Alan Mahler on April 18, 1957 in Atlanta, Georgia) was an American professional baseball pitcher who played for the Atlanta Braves, Cincinnati Reds, Montreal Expos, and Minnesota Twins of Major League Baseball (MLB) from 1978 to 1990. He was a two-time All-Star and won the National League (NL) ERA title in 1985. Mahler was drafted by the Braves in the 1st round (14th overall) of the 1975 amateur draft. He made his major league debut with the Braves in 1978, and was a member of the team's starting rotation for his first season. However, the original statement that he won the NL ERA title in 1985 is incorrect He was traded to the Expos in 1984, and then to the Reds in 1985. He was traded to the Twins in 1989, and played his final season with them in Mahler was known for his durability, as he pitched over 200 innings in six consecutive seasons from 1983 to 1988. He finished his career with a record of 119-119, a 3.92 ERA, and 1,067 innings pitched.",898,985
3,71174,0,James Blair (1732–1782) was an American lawyer and politician from Virginia.,1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",0,76
3,71174,1,"He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence.",1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",77,196
3,71174,2,"James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia.",1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",197,348
3,71174,3,"He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England.",1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",349,459
3,71174,4,- After being admitted to the,1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",460,489
3,71174,5,James Blair served as a delegate to the Continental Congress from 1774 to 1776.,1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",490,569
3,71174,6,"He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777.",1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",570,713
3,71174,7,Corrected sentence: CORRECTED:,1,train,"James Blair (1732–1782) was an American lawyer and politician from Virginia. He was a delegate to the Continental Congress from 1774 to 1776, and later a signer of the Declaration of Independence. James Blair (1732–1782) was a Scottish-born minister and educator, serving as the president of the College of William & Mary in Williamsburg, Virginia. He was a professor at the College of William and Mary and studied law at the Inns of Court in London, England. - After being admitted to the James Blair served as a delegate to the Continental Congress from 1774 to 1776. He was a signer of the Declaration of Independence and served in the Continental Congress, which drafted the Articles of Confederation in 1777. Corrected sentence: CORRECTED: - There is no information",714,744
